Geneid,GroupA_1,GroupA_2,GroupA_3,GroupB_1,GroupB_2,GroupB_3,foldchange,pvalue
TMEM262,85,82,81,123,101,165,0.965723179,0.219448386
VPS51,365,393,361,485,407,634,1.077014507,0.082001785
TM7SF2,110,155,122,191,144,233,0.9823947,0.475307436
ZNHIT2,56,86,69,107,71,151,1.048326973,0.592245074
FAU,5585,8378,6340,9184,6934,11790,1.037275591,0.229012258
SYVN1,1110,1710,1281,1846,1480,2506,1.030606506,0.464881474
MRPL49,849,1161,1056,1382,1016,1829,1.023104809,0.493020036
SPDYC,0,2,0,0,0,2,1.095842713,0.10907843
CAPN1,2345,3022,2221,3651,2840,3852,1.003271292,0.890560657
POLA2,147,172,134,272,172,297,7.161109554,2.87136E-13
AP000944.5,172,208,177,314,201,363,0.992357552,0.723847689
CDC42EP2,45,59,60,87,56,116,0.764236618,4.24908E-08
DPF2,598,735,536,918,711,1003,1.028146102,0.600291581
TIGD3,22,28,30,68,32,54,0.97467494,0.39369432
SLC25A45,26,30,24,44,14,36,1.107468946,0.019025952
FRMD8,77,188,146,207,123,244,0.980284097,0.483905203
SCYL1,1508,2098,1780,2312,1772,3220,1.013049439,0.699457465
LTBP3,945,1335,1035,1471,1020,1662,0.069118142,7.71158E-09
ZNRD2,351,509,420,564,485,599,1.085152301,0.006079165
FAM89B,75,108,112,118,81,90,0.790879275,0.408729888
EHBP1L1,2837,3568,2910,4449,3254,4957,0.922782622,0.01053853
KCNK7,0,0,0,0,0,2,1.015878527,0.613947361
MAP3K11,1060,1551,1318,1913,1354,2256,1.062772518,0.164474767
PCNX3,547,732,657,857,690,1145,0.897849656,0.130678638
SIPA1,245,330,241,310,288,405,1.01342449,0.713204484
RELA,1788,2453,2136,2829,2368,3548,1.068344977,0.105661397
KAT5,410,638,544,745,577,896,0.937056272,0.305865476
RNASEH2C,741,1098,1072,1277,1077,1532,1.000120125,1
AP5B1,80,128,66,114,66,150,1.001950851,0.942442812
OVOL1,0,0,0,0,2,0,1.045335034,0.198674511
CFL1,7946,10821,8146,12006,9211,14582,0.811973003,0.017836632
SNX32,3368,4592,3441,5225,3930,6333,0.992630993,0.865421139
MUS81,336,445,272,527,396,464,0.65195537,0.003267453
EFEMP2,32,72,42,70,26,83,1.00302836,0.897898227
CTSW,2,0,0,0,0,2,0.965061009,0.425582186
FIBP,291,411,271,452,331,564,0.98215889,0.479011153
CCDC85B,1538,2084,2100,2840,2074,2979,1.077568902,0.098769489
FOSL1,1366,1723,1056,1834,1723,1770,1.033065002,0.405524177
C11orf68,202,220,244,278,214,230,1.020117798,0.539446811
DRAP1,5315,7417,5311,8232,6589,8497,1.152948231,0.00477905
TSGA10IP,16,6,6,10,18,6,0.967502103,0.365712137
SART1,5690,7077,5699,8960,6841,10078,0.989148828,0.767910848
EIF1AD,439,595,535,686,556,839,0.97077449,0.764405895
BANF1,1404,2038,1923,2681,1798,2972,0.980946808,0.509042266
CST6,0,2,1,2,0,0,1.001942294,0.955834079
CATSPER1,2,17,2,7,3,3,0.983520871,0.817045497
GAL3ST3,0,4,0,0,0,2,0.980511757,0.493514038
SF3B2,23717,30949,26427,39978,28611,44543,1.038235248,0.368281887
PACS1,2043,2676,1853,3018,2515,3123,1.027261786,0.297608042
KLC2,1354,1816,1335,2110,1579,2207,1.071778347,0.024869584
RAB1B,1261,1684,1538,2113,1468,2448,1.106782824,0.034842973
CNIH2,8,4,6,5,2,10,1.049433333,0.22267851
YIF1A,355,623,482,650,526,880,1.005236207,0.85728033
TMEM151A,2,0,6,8,0,4,0.960285029,0.206635071
CD248,32,56,52,60,38,68,1.023959039,0.644850408
RIN1,194,244,179,300,238,296,1.059550303,0.259432534
BRMS1,2724,3606,3053,4341,3207,5139,1.011988469,0.678057406
B4GAT1,1266,1654,1758,2359,1612,3296,0.949239169,0.406629537
SLC29A2,73,109,132,145,108,260,1.02311291,0.615667343
NPAS4,0,0,2,2,0,0,1.012861839,0.731690419
MRPL11,681,936,986,1228,861,1638,0.875971191,0.073494991
PELI3,47,82,64,75,52,84,1.098939059,0.03434354
DPP3,1274,1779,1388,2084,1614,2437,0.988515637,0.761351859
AP002748.5,128,138,147,187,142,224,0.955577725,0.186291468
BBS1,133,155,153,195,145,225,0.898361978,0.035147137
ZDHHC24,58,100,77,129,67,127,0.982907957,0.599771285
ACTN3,0,2,4,2,0,2,1.112608806,0.157244188
CTSF,0,0,0,2,0,2,1.104429634,0.02899495
CCDC87,8,7,3,18,2,16,0.97944631,0.529061441
CCS,350,537,366,639,471,799,0.191684635,5.55867E-11
RBM14,396,441,454,591,459,808,0.981063261,0.540963855
RBM14-RBM4,2554,3379,2947,3918,2998,4906,1.189261918,0.01824716
RBM4,2458,3242,2791,3739,2867,4638,1.040825255,0.614392464
RBM4B,642,894,789,1036,759,1260,1.287595073,0.000342482
SPTBN2,1130,1498,866,1622,1355,1597,1.540031803,2.7806E-08
C11orf80,111,157,132,194,157,197,0.997791494,0.938820184
RCE1,112,168,120,187,139,213,1.186156917,0.002950425
PC,748,1112,858,1306,895,1512,1.100691759,0.031234414
LRFN4,50,55,60,80,64,78,1.010084219,0.708598804
C11orf86,4,6,6,4,4,2,1.009733396,0.700490731
SYT12,2,2,2,4,0,4,0.965182333,0.190742696
RHOD,0,4,2,2,0,4,1.147891018,0.117746143
KDM2A,1676,2317,1948,2806,2013,3103,1.033295628,0.394238772
GRK2,821,1251,897,1401,1012,1687,1.001154719,0.95199698
ANKRD13D,214,328,214,382,255,375,1.022339727,0.627213617
SSH3,298,402,325,428,387,570,1.011028436,0.70398902
RAD9A,102,125,124,171,112,189,1.001020421,0.973214413
POLD4,137,178,108,180,160,218,1.068278738,0.22168301
AP003419.1,85,116,72,112,92,129,1.011189005,0.693592791
CLCF1,88,102,62,144,103,136,0.915172139,0.134742217
PPP1CA,741,1006,817,1135,921,1432,0.953364029,0.262882579
TBC1D10C,10,42,29,33,16,58,0.931846384,0.061006895
CARNS1,4,0,2,2,2,6,0.987538292,0.691670009
RPS6KB2,552,772,638,942,744,1182,1.028973658,0.335429481
PTPRCAP,2,8,6,11,8,14,0.711399328,0.001796431
CORO1B,1102,1438,1156,1885,1431,2232,0.718159317,0.164414705
GPR152,0,0,0,2,0,2,1.049317652,0.188654146
CABP4,0,0,2,4,0,2,1.097687299,0.255075145
TMEM134,54,86,60,63,60,144,0.868566071,0.000323807
AIP,830,1100,911,1228,976,1503,0.912447539,0.117500295
PITPNM1,330,426,376,552,388,631,1.034257059,0.478447132
CDK2AP2,202,262,284,304,196,484,1.392911052,0.010727076
GSTP1,2,0,0,0,2,0,2.497924627,0.111029597
NDUFV1,1495,2070,1656,2363,1837,2907,1.012677384,0.761661414
NUDT8,244,336,278,450,321,460,0.92012736,0.003976967
TBX10,10,4,13,7,7,13,0.976707529,0.367944022
ACY3,13,16,4,20,12,21,0.981808262,0.640898735
UNC93B1,160,211,216,241,181,312,1.03064133,0.704122685
ALDH3B1,42,82,62,102,62,98,0.992067794,0.763319127
NDUFS8,231,315,272,326,271,503,0.968133268,0.495726782
TCIRG1,294,400,271,465,390,586,0.987505521,0.714913445
CHKA,1066,1543,1453,1934,1276,2633,1.001305123,0.966969332
KMT5B,1411,1853,1526,2368,1691,2632,1.040439614,0.337826489
C11orf24,1330,1876,1509,2051,1677,2642,1.056324569,0.190153869
LRP5,1098,1710,1377,1934,1374,2626,0.971828356,0.394111121
PPP6R3,2348,3368,2798,3784,3026,4984,1.063789248,0.218562796
GAL,2,4,4,10,10,4,1.017414057,0.496335888
TESMIN,4,2,6,6,4,10,1.096598353,0.046824939
CPT1A,294,532,365,525,390,513,1.077782338,0.140259956
MRPL21,503,667,515,763,583,873,0.95938047,0.339424246
IGHMBP2,307,459,410,526,410,718,0.586219051,0.00134041
TPCN2,62,82,48,82,62,109,1.753994132,0.085967029
AP003071.5,63,47,45,89,57,99,0.981337646,0.511133549
SMIM38,4,9,3,19,7,20,0.963962855,0.408129963
MYEOV,212,211,152,277,260,230,0.989762054,0.769475317
CCND1,12893,17781,12773,19134,15753,21202,1.002950841,0.926409375
LTO1,1417,2089,1514,2359,1767,2697,1.014022738,0.787178777
ANO1,2,4,4,0,0,6,1.080987807,0.079888291
FADD,1266,1731,1337,1953,1563,2478,1.184349783,0.008422243
PPFIA1,3677,5096,4241,6271,4583,7008,1.026149323,0.545378341
CTTN,23230,29031,22209,34421,28612,38274,0.981594012,0.647656249
SHANK2,521,826,633,864,619,1016,0.978027726,0.483891064
DHCR7,1068,1603,1703,1952,1260,2950,0.954346042,0.219374653
NADSYN1,504,669,541,735,593,911,0.96690565,0.338964683
KRTAP5-9,2,0,2,0,1,2,0.979204974,0.54019432
KRTAP5-10,0,0,0,0,0,4,1.005306273,1
ZNF705E,4,7,8,6,5,12,0.997607744,0.954542031
AP002495.1,31,38,20,50,43,60,0.986048312,0.958627664
DEFB131B,3,9,11,6,2,7,1.033183882,0.323165799
RNF121,295,402,342,521,385,605,0.9082736,0.202004332
IL18BP,153,209,176,245,154,319,1.092831661,0.075879324
NUMA1,9311,11563,8678,14141,10951,14325,1.012754217,0.753218663
AP000812.5,649,895,920,1141,751,1541,0.854690848,4.3542E-05
LRTOMT,35,68,58,83,48,92,0.99772181,0.949876194
LAMTOR1,396,545,441,581,521,791,0.992472153,0.923222458
AP000812.4,0,2,0,0,0,2,0.752897849,0.000433731
ANAPC15,816,1072,1139,1448,943,1892,1.001841213,0.960590711
FOLR3,0,6,0,2,0,0,1.004538152,0.941651016
FOLR1,4,6,4,18,10,8,0.662324537,0.007362431
INPPL1,800,1063,768,1267,931,1414,1.011076077,0.654381623
PHOX2A,3,1,1,2,0,3,1.004777088,0.897113381
CLPB,750,858,664,1102,818,1189,0.973424696,0.295935251
PDE2A,14,16,10,26,20,13,1.009767953,0.668673368
ARAP1,2376,3162,2719,4022,2817,5015,0.997619102,0.922696989
STARD10,980,1521,1474,1880,1261,2551,1.001180682,0.977057891
ATG16L2,277,406,367,464,358,652,1.011250271,0.766928854
FCHSD2,1046,1390,1490,1737,1333,2442,0.952258839,0.417621722
P2RY2,60,116,66,124,76,144,1.002121435,0.937755739
P2RY6,0,2,2,6,0,8,1.041541387,0.208554915
ARHGEF17,287,403,332,408,333,524,1.013885236,0.603622687
RELT,167,211,144,292,191,258,0.962542353,0.344009861
FAM168A,781,1071,948,1303,953,1602,1.129541409,0.025305752
PLEKHB1,1037,1331,1490,1748,1206,2471,0.988531761,0.667462578
RAB6A,4621,6935,5473,8206,5968,9789,1.192314635,0.001064708
MRPL48,1015,1193,1156,1495,1108,2000,0.951796104,0.185916085
COA4,676,894,678,1056,824,1398,1.124107603,0.110547014
PAAF1,311,464,456,590,367,750,1.013428137,0.85256795
DNAJB13,5,8,0,0,2,4,0.987193672,0.860116139
UCP2,52,68,68,84,64,104,1.002003265,0.958713296
UCP3,0,2,6,8,2,4,0.991442275,0.818201995
C2CD3,428,529,443,644,460,688,1.045987099,0.117676047
PPME1,2794,3851,3169,4397,3389,4745,0.665132352,1.61929E-06
P4HA3,1725,2432,1955,2706,2058,2926,1.046831613,0.197090398
PGM2L1,942,994,695,1446,1055,1392,0.993321306,0.806464693
KCNE3,42,46,16,32,42,28,1.036199289,0.42929432
LIPT2,22,14,16,28,30,23,0.977260925,0.409386413
POLD3,423,543,604,803,582,935,0.971743886,0.490659377
CHRDL2,2,6,8,2,4,8,0.98641953,0.703965806
RNF169,449,582,501,677,504,839,0.993177951,0.847961984
XRRA1,376,516,374,532,422,600,0.872006798,0.149560185
SPCS2,2757,3910,4091,5452,3687,6861,0.98322039,0.57903765
NEU3,710,958,662,1060,832,1203,1.118333859,0.009835794
OR2AT4,0,0,0,0,2,2,0.995986186,0.915963851
SLCO2B1,152,241,202,297,201,380,1.025507565,0.413145468
TPBGL,2,0,0,2,0,0,1.044830063,0.118997192
ARRB1,554,683,774,973,662,1353,1.222629209,0.017922918
RPS3,8783,12151,10963,13659,10356,19146,0.992508135,0.775394564
GDPD5,155,201,201,309,181,411,0.674920202,0.000526583
SERPINH1,980,1418,1301,1696,1074,2194,1.011332703,0.646449468
MAP6,2,2,0,0,2,4,0.984149828,0.544739043
MOGAT2,262,646,407,531,377,596,1.100625683,0.050332667
DGAT2,389,539,460,573,473,650,0.969911581,0.548460399
UVRAG,365,471,417,574,471,671,0.98851343,0.628719649
WNT11,2,12,4,18,8,12,0.984896435,0.66494732
THAP12,1250,1823,1649,2295,1692,2635,0.934322395,0.04630397
GVQW3,134,196,156,192,158,240,1.014377816,0.656715748
EMSY,415,595,501,696,519,820,0.998057755,0.937877179
LRRC32,0,0,0,2,0,0,1.010675259,0.722390476
TSKU,102,178,118,149,127,213,0.995833597,0.930418126
ACER3,157,257,176,246,177,296,0.973504255,0.378579465
B3GNT6,2,0,0,4,0,2,1.132541293,0.02374197
CAPN5,24,26,14,28,22,38,1.006060731,0.83974173
OMP,0,0,0,0,0,3,1.017149591,0.57188796
MYO7A,619,745,520,880,689,995,1.026628619,0.578720011
GDPD4,11,4,2,2,4,3,0.92763585,0.052805777
PAK1,250,350,188,395,288,312,0.925066309,0.092663065
CLNS1A,3318,4288,3965,5522,4061,6900,1.041383318,0.213750655
AQP11,30,68,28,63,46,56,1.144947358,0.002534461
RSF1,4417,5618,4941,7059,5408,8265,0.954150348,0.178205901
AAMDC,390,489,358,581,453,688,1.027210578,0.411934539
INTS4,451,566,491,668,502,803,0.984701052,0.807700502
KCTD14,110,193,114,180,151,206,1.003499793,0.894471583
NDUFC2-KCTD14,1402,1929,1434,2376,1766,2833,1.004053384,0.909489467
THRSP,0,0,10,3,7,2,1.002313032,0.939079506
NDUFC2,1403,1878,1432,2385,1768,2815,1.000541347,0.98516
ALG8,225,251,247,348,310,487,0.990261843,0.765853501
KCTD21,159,204,175,238,117,272,0.974062864,0.450726213
USP35,339,540,480,607,450,641,0.950833847,0.19267849
GAB2,955,1296,988,1494,1213,1581,1.021443309,0.648782249
NARS2,352,492,432,572,435,742,0.973092224,0.303572925
TENM4,0,6,10,8,4,12,1.018476336,0.573725457
FAM181B,0,2,0,0,2,0,1.011025152,0.757570087
PRCP,412,578,597,706,489,906,1.00777958,0.821255706
DDIAS,140,208,194,282,164,266,1.013467879,0.643728601
RAB30,164,196,160,244,180,275,0.992757745,0.807505243
PCF11,1801,2393,2308,3253,2270,3983,0.996973391,0.933039118
ANKRD42,548,698,490,726,680,919,0.915075808,0.010658878
CCDC90B,1018,1563,1427,1698,1310,2222,0.95942869,0.236232727
DLG2,15,26,16,44,26,42,0.994049026,0.827221359
TMEM126B,821,1128,915,1255,922,1564,0.909002232,0.12477155
TMEM126A,202,291,197,287,195,396,1.005542122,0.850182837
CREBZF,866,1150,1112,1585,1168,1977,1.000787724,0.986594958
CCDC89,8,8,16,10,10,14,0.980831821,0.472503499
SYTL2,236,286,209,410,282,411,0.981624729,0.571069314
CCDC83,2,6,2,0,0,2,1.003165786,0.92214039
PICALM,1333,1924,1528,2125,1760,2686,0.915632259,0.054178828
EED,762,933,1037,1457,863,1595,0.987793304,0.691471222
HIKESHI,88,112,82,158,94,200,0.941363858,0.285018372
CCDC81,10,24,8,22,10,28,1.037430592,0.326851327
ME3,2,4,0,6,0,4,0.976027664,0.511967481
PRSS23,194,387,279,460,315,525,0.940846918,0.124467049
FZD4,416,821,678,1001,578,1162,0.990800173,0.706549114
TMEM135,380,627,567,640,482,957,1.184513161,0.006388367
CTSC,1091,1455,1144,1713,1361,2073,0.843710141,0.060816668
NAALAD2,74,68,78,89,81,147,1.003180563,0.94298516
CHORDC1,4145,5349,4818,6770,5291,8295,1.046894597,0.384697026
FAT3,0,0,0,2,6,4,0.856350945,0.020409006
MTNR1B,0,2,0,2,0,0,0.992312311,0.768392195
SLC36A4,295,339,382,433,339,590,1.001804145,0.970199195
DEUP1,0,0,0,2,0,0,1.035817794,0.20982573
SMCO4,291,368,391,439,379,668,0.992672636,0.848665141
